goodsid,title,price,ziying,bimg,simg1,simg2,simg3,simg4,simg5,pinglun,haiwaigou,renqi,xiaoliangtime,time,mingzi,zhongliang
190,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5844,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,606,,191,521,0:00:00,汤臣倍健,189.3
191,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5845,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,607,,192,522,0:00:00,汤臣倍健,190.3
192,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5846,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,608,,193,445,0:00:00,金维他,191.3
193,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5847,ziying.png,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,609,,194,524,0:00:00,来益,192.3
194,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5848,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,610,,195,525,0:00:00,汤臣倍健,193.3
195,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5849,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,611,haiwaigou.png,196,5466,0:00:00,汤臣倍健,194.3
196,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5850,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,612,,197,527,0:00:00,金维他,195.3
197,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5851,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,613,,198,528,0:00:00,来益,196.3
198,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5852,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,614,,199,529,0:00:00,汤臣倍健,197.3
199,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5853,ziying.png,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,615,,200,530,0:00:00,汤臣倍健,198.3
200,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5854,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,616,,201,531,0:00:00,金维他,199.3
